# entry-subent-pointer  : E2337--00-3-0 
# EXFOR reaction        : ['92-U-233', ['P,F'], 'MASS,SEC,FY'] 
# incident energy       : 1.15e+01 MeV 
# target                : U-233 
# product               : 80.5 <= mass <= 152.5 
# level energy          : - 
# MF-MT number          : 8 - 454 
# first author          : I.Nishinaka 
# institute             : (2JPNJAE): Japan Atomic Energy Agency (JAEA) 
# reference             : (J,EPJ/A,47,(1),9,2011) 
# year                  : 2011 
# facility              : (ACCEL): Accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/E23/E2337.x4 
# nds                   : https://nds.iaea.org/EXFOR/E2337
#
# Charge(No Dim.)    Mass(No Dim.)  Isomer(No Dim.)    Yield(%/fiss)   dYield(%/fiss)
              nan             80.5              nan      8.00000E-03              NAN
              nan             82.5              nan      1.50000E-02              NAN
              nan             84.5              nan      2.64000E-02              NAN
              nan             86.5              nan      4.18000E-02              NAN
              nan             88.5              nan      5.89000E-02              NAN
              nan             90.5              nan      7.44000E-02              NAN
              nan             92.5              nan      8.83000E-02              NAN
              nan             94.5              nan      9.37000E-02              NAN
              nan             96.5              nan      9.21000E-02              NAN
              nan             98.5              nan      9.42000E-02              NAN
              nan            100.5              nan      8.68000E-02              NAN
              nan            102.5              nan      7.58000E-02              NAN
              nan            104.5              nan      6.25000E-02              NAN
              nan            106.5              nan      4.92000E-02              NAN
              nan            108.5              nan      4.19000E-02              NAN
              nan            110.5              nan      3.79000E-02              NAN
              nan            112.5              nan      3.59000E-02              NAN
              nan            114.5              nan      3.34000E-02              NAN
              nan            116.5              nan      3.34000E-02              NAN
              nan            118.5              nan      3.57000E-02              NAN
              nan            120.5              nan      3.71000E-02              NAN
              nan            122.5              nan      4.28000E-02              NAN
              nan            124.5              nan      4.88000E-02              NAN
              nan            126.5              nan      5.83000E-02              NAN
              nan            128.5              nan      7.09000E-02              NAN
              nan            130.5              nan      8.46000E-02              NAN
              nan            132.5              nan      9.25000E-02              NAN
              nan            134.5              nan      9.23000E-02              NAN
              nan            136.5              nan      8.98000E-02              NAN
              nan            138.5              nan      7.76000E-02              NAN
              nan            140.5              nan      6.37000E-02              NAN
              nan            142.5              nan      5.03000E-02              NAN
              nan            144.5              nan      3.79000E-02              NAN
              nan            146.5              nan      2.59000E-02              NAN
              nan            148.5              nan      1.62000E-02              NAN
              nan            150.5              nan      1.02000E-02              NAN
              nan            152.5              nan      5.60000E-03              NAN
