# entry-subent-pointer  : 22075-006-1 
# EXFOR reaction        : ['13-AL-27', ['N,X'], '0-NN-1,,DE'] 
# incident energy       : 1.4100e+01 MeV 
# target                : Al-27 
# product               : Nn-1 
# level energy          : 1.5200e+01 MeV 
# MF-MT number          : 5 - None 
# first author          : A.Takahashi 
# institute             : (2JPNOSA): Osaka University , Osaka 
# reference             : ((S,JAERI-M-88-065,279,1988)=(S,INDC(JPN)-113,279,1988)) 
# year                  : 1988 
# facility              : (CCW): Cockcroft-Walton accelerator 
# git                   : https://github.com/IAEA-NDS/exfor_master/blob/main/exforall/220/22075.x4 
# nds                   : https://nds.iaea.org/EXFOR/22075
#
#          E(MeV)          dE(MeV)      data(MB/MeV)   ddata(MB/MeV)
      1.52000E+01      0.00000E+00      9.20000E-08      4.23000E-09
      1.50000E+01      0.00000E+00      1.22000E-07      5.09000E-09
      1.48000E+01      0.00000E+00      4.23000E-08      1.71000E-09
      1.46000E+01      0.00000E+00      1.20000E-07      4.31000E-09
      1.44000E+01      0.00000E+00      3.28000E-07      1.09000E-08
      1.42000E+01      0.00000E+00      7.30000E-07      9.42000E-09
      1.40000E+01      0.00000E+00      6.15000E-07      6.81000E-09
      1.38000E+01      0.00000E+00      3.54000E-07      3.94000E-09
      1.36000E+01      0.00000E+00      2.60000E-07      3.46000E-09
      1.34000E+01      0.00000E+00      1.83000E-07      2.84000E-09
      1.32000E+01      0.00000E+00      1.48000E-07      2.56000E-09
      1.30000E+01      0.00000E+00      1.17000E-07      2.30000E-09
      1.28000E+01      0.00000E+00      1.05000E-07      2.20000E-09
      1.26000E+01      0.00000E+00      9.18000E-08      2.06000E-09
      1.24000E+01      0.00000E+00      7.24000E-08      1.89000E-09
      1.22000E+01      0.00000E+00      4.95000E-08      1.74000E-09
      1.20000E+01      0.00000E+00      4.14000E-08      1.65000E-09
      1.18000E+01      0.00000E+00      3.93000E-08      1.57000E-09
      1.16000E+01      0.00000E+00      3.82000E-08      1.53000E-09
      1.14000E+01      0.00000E+00      3.56000E-08      1.48000E-09
      1.12000E+01      0.00000E+00      3.72000E-08      1.47000E-09
      1.10000E+01      0.00000E+00      3.73000E-08      1.46000E-09
      1.08000E+01      0.00000E+00      3.45000E-08      1.45000E-09
      1.06000E+01      0.00000E+00      3.06000E-08      1.39000E-09
      1.04000E+01      0.00000E+00      2.83000E-08      1.36000E-09
      1.02000E+01      0.00000E+00      2.58000E-08      1.31000E-09
      1.00000E+01      0.00000E+00      2.02000E-08      1.28000E-09
      9.80000E+00      0.00000E+00      2.04000E-08      1.26000E-09
      9.60000E+00      0.00000E+00      2.35000E-08      1.26000E-09
      9.40000E+00      0.00000E+00      2.31000E-08      1.26000E-09
      9.20000E+00      0.00000E+00      1.92000E-08      1.25000E-09
      9.00000E+00      0.00000E+00      1.89000E-08      1.26000E-09
      8.80000E+00      0.00000E+00      2.08000E-08      1.28000E-09
      8.60000E+00      0.00000E+00      2.46000E-08      1.33000E-09
      8.40000E+00      0.00000E+00      2.52000E-08      1.35000E-09
      8.20000E+00      0.00000E+00      2.40000E-08      1.34000E-09
      8.00000E+00      0.00000E+00      2.41000E-08      1.34000E-09
      7.80000E+00      0.00000E+00      2.27000E-08      1.33000E-09
      7.60000E+00      0.00000E+00      2.74000E-08      1.37000E-09
      7.40000E+00      0.00000E+00      3.01000E-08      1.39000E-09
      7.20000E+00      0.00000E+00      2.91000E-08      1.38000E-09
      7.00000E+00      0.00000E+00      3.32000E-08      1.37000E-09
      6.80000E+00      0.00000E+00      3.75000E-08      1.36000E-09
      6.60000E+00      0.00000E+00      4.21000E-08      1.39000E-09
      6.40000E+00      0.00000E+00      4.33000E-08      1.41000E-09
      6.20000E+00      0.00000E+00      4.70000E-08      1.42000E-09
      6.00000E+00      0.00000E+00      4.82000E-08      1.42000E-09
      5.80000E+00      0.00000E+00      5.22000E-08      1.44000E-09
      5.60000E+00      0.00000E+00      5.31000E-08      1.46000E-09
      5.40000E+00      0.00000E+00      5.75000E-08      1.49000E-09
      5.20000E+00      0.00000E+00      5.94000E-08      1.50000E-09
      5.00000E+00      0.00000E+00      6.12000E-08      1.51000E-09
      4.80000E+00      0.00000E+00      6.40000E-08      1.53000E-09
      4.60000E+00      0.00000E+00      6.77000E-08      1.58000E-09
      4.40000E+00      0.00000E+00      6.87000E-08      1.60000E-09
      4.20000E+00      0.00000E+00      7.17000E-08      1.61000E-09
      4.00000E+00      0.00000E+00      7.44000E-08      1.66000E-09
      3.80000E+00      0.00000E+00      7.76000E-08      1.69000E-09
      3.60000E+00      0.00000E+00      8.37000E-08      1.74000E-09
      3.40000E+00      0.00000E+00      8.32000E-08      1.78000E-09
      3.20000E+00      0.00000E+00      9.31000E-08      1.84000E-09
      3.00000E+00      0.00000E+00      9.61000E-08      1.91000E-09
      2.80000E+00      0.00000E+00      1.04000E-07      2.07000E-09
      2.60000E+00      0.00000E+00      1.21000E-07      2.42000E-09
      2.40000E+00      0.00000E+00      1.34000E-07      2.47000E-09
      2.20000E+00      0.00000E+00      1.38000E-07      2.79000E-09
      2.00000E+00      0.00000E+00      1.45000E-07      3.82000E-09
      1.80000E+00      0.00000E+00      1.36000E-07      7.94000E-09
      1.60000E+00      0.00000E+00      1.49000E-07      3.59000E-09
      1.40000E+00      0.00000E+00      1.51000E-07      4.10000E-09
      1.20000E+00      0.00000E+00      1.52000E-07      4.79000E-09
      1.00000E+00      0.00000E+00      1.80000E-07      6.28000E-09
      8.00000E-01      0.00000E+00      1.64000E-07      1.13000E-08
